id,console-name,product-name,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,genre,upc
29275,PC Games,Virtual Jigsaw,$2.00,$9.99,$2.00,$9.99,"",Puzzle,none
27568,PC Games,Virtual Murder Case #2: The Magic Death,$1.26,$6.29,$1.30,$6.29,"",Other,735298000240
25389,PC Games,Virtual Pool,"",$1.99,$1.00,$4.99,"",Sports,772040770303
28015,PC Games,Virtual Pool 1 & 2,"",$2.09,$1.50,$7.59,"",Other,040421009909
27304,PC Games,Virtual Pool 2,"",$1.99,$6.30,$20.99,"",Sports,040421366538
27649,PC Games,Virtual Pool 3: Jewel Case Edition,$1.88,$9.39,$2.00,$9.99,"",Sports,778399005271
28659,PC Games,Virtual Pool Hall,$2.40,$11.99,$4.00,$19.99,"",Sports,040421007288
28276,PC Games,Virtual Skipper,$1.68,$8.39,$1.80,$8.99,"",Racing,none
28376,PC Games,Virtual Skipper 3,"",$2.09,$1.50,$7.29,"",Simulation,646662101152
28809,PC Games,Virtual Snooker,"",$1.99,$1.00,$4.99,"",Sports,none
29510,PC Games,Virtual Valerie 2,$6.30,$20.99,$6.90,$22.99,"",Other,none
23377,PC Games,Virtual Villagers: A New Home,$1.16,$5.79,$2.60,$12.99,"",Simulation,047875353756
23355,PC Games,Virtual Villagers: The Lost Children,$1.48,$7.39,$3.00,$14.99,"",Simulation,047875354630
27237,PC Games,Virtual-On: Cyber Troopers,$1.76,$8.79,$1.80,$8.99,"",Other,none
29113,PC Games,Virus,$2.00,$9.99,$4.00,$19.99,"",Action & Adventure,none
27593,PC Games,Vogue Tales,$1.46,$7.29,$1.50,$7.29,"",Puzzle,none
29249,PC Games,Voyeur,$2.00,$9.99,$2.00,$9.99,"",Other,none
29298,PC Games,Voyeur II,$3.00,$14.99,$3.20,$15.99,"",Other,731069106722
25508,PC Games,WANTED: A Wild Western Adventure,"",$1.99,"",$1.99,"",Action & Adventure,625904442208
27066,PC Games,"WAR, Inc.","",$1.99,$1.90,$9.69,"",Strategy,787659008556
26129,PC Games,WCW Nitro,"",$1.99,$1.30,$6.29,"",Other,787659011174
24608,PC Games,WWE Raw (2002),$20.80,$51.99,$37.60,$93.99,"",Other,752919491065
28769,PC Games,WWF In Your House,$0.84,$4.19,$7.20,$23.99,"",Other,none
29885,PC Games,WWF Raw,$6.60,$21.99,$7.20,$23.99,"",Other,none
25808,PC Games,WWF Raw (1995),$1.06,$5.29,$1.10,$5.29,"",Other,021481920069
26916,PC Games,WWF Safari Adventures Africa,"",$3.09,$1.00,$5.19,"",Other,710425216916
30557,PC Games,WWII Carrier Ops,"",$3.09,$1.50,$7.29,"",Action & Adventure,090869555483
26639,PC Games,WWII Desert Rats,"",$2.59,$1.50,$7.39,"",Action & Adventure,755142710064
28086,PC Games,WWII Online,$2.40,$11.99,$2.60,$12.99,"",Action & Adventure,627006606069
25513,PC Games,WWII Tank Commander,$4.00,$19.99,$57.60,$143.99,"",Action & Adventure,851612000441
30107,PC Games,WWII: Battle Over The Pacific,"","","","","",Other,none
28466,PC Games,WWII: Iwo Jima,$1.04,$5.19,$1.00,$5.19,"",FPS,755142710248
27669,PC Games,Wacky Races,$1.04,$5.19,$1.10,$5.29,"",Racing,742725219212
26160,PC Games,Wages of War: The Business of Battle,$1.46,$7.29,$7.80,$25.99,"",Strategy,541100640937
28207,PC Games,Wakeboarding Unleashed Featuring Shaun Murray,$1.78,$8.89,$1.80,$8.99,"",Sports,618870104614
28658,PC Games,Wal-Mart FLW Tour Tournament 2000,"",$2.09,"",$2.09,"",Sports,none
28224,PC Games,Walking With Dinosaurs,"",$2.09,"",$2.09,"",Other,none
28681,PC Games,Wall Street Trader 2000,$2.20,$10.99,$2.40,$11.99,"",Simulation,682957990124
27602,PC Games,Wallace & Gromit's Grand Adventures,$2.00,$9.99,$2.00,$9.99,"",Other,none
26909,PC Games,Wallhanger,"",$2.09,"",$2.09,"",Other,735885144821
23576,PC Games,Walls of Jericho,"",$3.09,"",$3.09,"",Puzzle,811930100810
28657,PC Games,Walt Disney World Magical Racing Tour,$1.26,$6.29,$2.40,$11.99,"",Racing,044702010486
28114,PC Games,Wanted Guns,$1.90,$9.49,$3.20,$15.99,"",Action & Adventure,none
28994,PC Games,Wanted: Dead or Alive,$1.68,$8.39,$1.80,$8.99,"",FPS,710425213441
23747,PC Games,Wanted: Weapons of Fate,"",$1.99,$1.40,$6.89,"",Action & Adventure,883929059904
29688,PC Games,War Along the Mohawk,$1.68,$8.39,$3.00,$14.99,"",Strategy,744788551247
20970,PC Games,War Birds,$1.10,$5.49,$1.10,$5.49,"",Action & Adventure,893782001255
29104,PC Games,War Breeds,$16.80,$41.99,$18.80,$46.99,"",Strategy,047956194018
29465,PC Games,War College,$7.80,$25.99,$8.70,$28.99,"",Strategy,043948008257
25593,PC Games,War Front: Turning Point,$1.84,$9.19,$2.00,$9.89,"",Strategy,852898000538
27685,PC Games,War Gods,"",$2.09,$1.30,$6.29,"",Strategy,742725115743
23857,PC Games,War Leaders: Clash of Nations,$1.38,$6.89,$1.40,$6.99,"",Strategy,625904708427
27410,PC Games,War Rock,$2.40,$11.99,$2.60,$12.99,"",Action & Adventure,879429000560
25975,PC Games,War Times,$3.00,$14.99,$3.20,$15.99,"",Strategy,627006901737
29040,PC Games,War Wind,$1.82,$9.09,$1.80,$9.09,"",Action & Adventure,016685000006
29043,PC Games,War Wind II,$2.00,$9.99,$2.00,$9.99,"",Strategy,016685053293
28135,PC Games,War and Peace: 1796-1815,$2.40,$11.99,$2.60,$12.99,"",Strategy,705381290209
28680,PC Games,War in Heaven,$7.50,$24.99,$8.40,$27.99,"",Action & Adventure,787659009102
29084,PC Games,War of the Worlds,$2.00,$9.99,$2.00,$9.99,"",Strategy,none
26037,PC Games,War! Age of Imperialism,$0.84,$4.19,$2.60,$12.99,"",Strategy,none
24597,PC Games,WarCommander: D- Day June 6th 1944,"",$3.69,$1.30,$6.49,"",Strategy,677990101378
25630,PC Games,WarGames,$1.04,$5.19,$1.00,$5.19,"",Strategy,651021101254
29490,PC Games,WarHeads,"",$1.99,$1.60,$7.99,"",Strategy,636569800029
28614,PC Games,WarPath,"",$3.09,$1.00,$4.99,"",Action & Adventure,742725271685
28458,PC Games,Warbirds Extreme,$1.46,$7.29,$2.00,$9.99,"",Simulation,090869554745
29623,PC Games,Warbirds III,$6.30,$20.99,$6.90,$22.99,"",Simulation,076714527331
23855,PC Games,Warcraft,$2.00,$9.99,$2.40,$11.99,"",Strategy,none
24708,PC Games,Warcraft Battle Chest,$24.80,$61.99,$28.00,$69.99,"",Other,051581107824
33131,PC Games,Warcraft Battlechest with Lich King,$1.12,$5.59,$1.20,$6.09,"",Action & Adventure,020626728966
20836,PC Games,Warcraft II Platinum Edition,$7.80,$25.99,$8.70,$28.99,"",RPG,649241717744
20645,PC Games,Warcraft II: Battle.net Edition,$3.80,$18.99,$9.30,$30.99,"",Strategy,020626712026
23534,PC Games,Warcraft II: Beyond the Dark Portal,$1.42,$7.09,$2.00,$9.99,"",Strategy,051581088857
23301,PC Games,Warcraft II: Tides of Darkness,$9.30,$30.99,$9.30,$30.99,"",Strategy,219959908996
20587,PC Games,Warcraft III Battle Chest,$2.20,$10.99,$3.40,$16.99,"",Strategy,020626720892
20595,PC Games,Warcraft III: Reign of Chaos,$1.26,$6.29,$3.00,$14.99,"",Strategy,020626714532
20594,PC Games,Warcraft III: The Frozen Throne,$1.44,$7.19,$1.40,$7.19,"",Strategy,020626720519
33132,PC Games,Warcraft: Mists Of Pandaria,$1.50,$7.49,$2.60,$12.99,"",Action & Adventure,020626728539
27043,PC Games,Wargasm,$1.24,$6.19,$1.20,$6.19,"",Action & Adventure,020295445317
26717,PC Games,"Warhammer 40,000: Chaos Gate",$6.30,$20.99,$9.30,$30.99,"",Strategy,016300151144
24538,PC Games,"Warhammer 40,000: Dark Millennium Online","",$1.99,$2.20,$10.99,"",Action & Adventure,752919492987
24256,PC Games,"Warhammer 40,000: Dawn of War","",$1.99,$1.00,$5.19,"",Strategy,752919491942
20590,PC Games,"Warhammer 40,000: Dawn of War II","",$2.69,$1.70,$8.39,"",Strategy,752919493816
30999,PC Games,"Warhammer 40,000: Dawn of War II Retribution",$1.26,$6.29,$1.30,$6.29,"",Strategy,752919495315
23182,PC Games,"Warhammer 40,000: Dawn of War II: Chaos Rising","",$1.99,$1.30,$6.29,"",Strategy,752919494134
23174,PC Games,"Warhammer 40,000: Dawn of War: Dark Crusade",$1.20,$5.99,$2.00,$9.99,"",Strategy,752919492956
23816,PC Games,"Warhammer 40,000: Dawn of War: Game of the Year Edition","",$1.99,$2.80,$13.99,"",Strategy,752919492604
23823,PC Games,"Warhammer 40,000: Dawn of War: Platinum Edition",$2.60,$12.99,$3.80,$18.99,"",Other,752919493243
23155,PC Games,"Warhammer 40,000: Dawn of War: Soulstorm",$4.00,$19.99,$6.60,$21.99,"",Strategy,752919493281
23771,PC Games,"Warhammer 40,000: Dawn of War: Winter Assault","",$3.69,$1.00,$4.99,"",Strategy,752919492499
24823,PC Games,"Warhammer 40,000: Fire Warrior","",$1.99,$1.00,$4.99,"",FPS,752919491195
27197,PC Games,"Warhammer 40,000: Rites of War","",$3.19,$2.40,$11.99,"",Strategy,016685054092
31689,PC Games,"Warhammer 40,000: Space Marine","",$2.09,$1.90,$9.49,"",Action & Adventure,752919494912
23351,PC Games,Warhammer 40K Dawn of War II: Gold Edition,$1.68,$8.39,$4.00,$19.99,"",Strategy,752919494608
20515,PC Games,Warhammer Online: Age of Reckoning,"",$1.99,$1.00,$4.99,"",RPG,014633156560
24132,PC Games,Warhammer Online: Age of Reckoning: Collector's Edition,$3.20,$15.99,$3.40,$16.99,"",Other,014633157611
27671,PC Games,Warhammer: Dark Omen,$3.20,$15.99,$8.40,$27.99,"",Strategy,014633078831
24675,PC Games,Warhammer: Mark of Chaos,$2.20,$10.99,$6.30,$20.99,"",Strategy,722674400145
20665,PC Games,Warhammer: Mark of Chaos Battle March,$2.00,$9.99,$2.80,$13.99,"",Strategy,722674400183
25778,PC Games,Warhammer: Shadow of the Horned Rat,$2.40,$11.99,$2.60,$12.99,"",Strategy,024294120695
29121,PC Games,Warlords,$1.04,$5.19,$16.80,$41.99,"",Strategy,none
24369,PC Games,Warlords Battlecry,"",$3.19,$2.60,$12.99,"",Strategy,none
24461,PC Games,Warlords Battlecry II,$3.00,$14.99,$3.20,$15.99,"",Strategy,008888610656
25948,PC Games,Warlords Battlecry III,$1.04,$5.19,$1.50,$7.39,"",Strategy,646662101077
28897,PC Games,Warlords II,$1.04,$5.19,$2.40,$11.99,"",Strategy,092145001882
20933,PC Games,Warlords II: Scenario Builder,$1.70,$8.49,$7.80,$25.99,"",Action & Adventure,none
24195,PC Games,Warlords III: Darklords Rising,$1.26,$6.29,$8.40,$27.99,"",Strategy,047956113057
25641,PC Games,Warlords III: Reign of Heroes,$1.42,$7.09,$1.70,$8.39,"",Strategy,047956113019
25447,PC Games,Warlords IV: Heroes of Etheria,$1.68,$8.39,$2.60,$12.99,"",Strategy,008888681076
26760,PC Games,Warm Up!,"",$2.09,"",$2.09,"",Racing,831585000419
28056,PC Games,Warrior Kings,"",$2.09,$1.00,$4.99,"",Strategy,831585000587
25471,PC Games,Warrior Kings: Battles,"",$1.99,$2.00,$9.99,"",Strategy,627006901119
30090,PC Games,Warriors Orochi,$1.46,$7.29,$2.20,$10.99,"",Action & Adventure,none
26698,PC Games,Wars & Warriors: Joan of Arc,$1.90,$9.49,$2.00,$9.99,"",Action & Adventure,646662101022
25574,PC Games,Warzone 2100,$1.06,$5.29,$6.30,$20.99,"",Strategy,696055100422
28943,PC Games,Wasteland,$33.20,$82.99,$95.60,$238.99,"",Other,014633013955
34916,PC Games,Watch Dogs,$6.90,$22.99,$7.50,$24.99,"",Action & Adventure,008888688044
34915,PC Games,Watch Dogs: Limited Edition,$10.50,$34.99,$15.60,$38.99,"",Action & Adventure,008888688389
26756,PC Games,Waterloo: Napoleon's Last Battle,$3.60,$17.99,$4.00,$19.99,"",Strategy,627006202322
28784,PC Games,Waterworld,$2.40,$11.99,$2.60,$12.99,"",Strategy,040421001378
27664,PC Games,Wayne Gretzky and the NHLPA All-Stars,$1.06,$5.29,$1.10,$5.29,"",Sports,none
25291,PC Games,Wedding Dash,$1.04,$5.19,$1.00,$5.19,"",Simulation,612761611458
23874,PC Games,Wedding Dash 2: Rings Around the World,$9.30,$30.99,$10.50,$34.99,"",Strategy,705381166306
30243,PC Games,"Wedding Dash: Ready, Aim, Love","",$1.99,$3.00,$14.99,"",Strategy,705381181316
25614,PC Games,Weekend Play Pack,$1.58,$7.89,$1.60,$7.99,"",Other,020626726146
26377,PC Games,Welcome to the Future,$1.68,$8.39,$1.80,$8.99,"",Other,712392723015
29637,PC Games,Well of Souls,$1.58,$7.89,$1.80,$9.19,"",Other,883929096800
28712,PC Games,West Front,$3.00,$14.99,$3.20,$15.99,"",Strategy,750560000124
24370,PC Games,Western Outlaw: Wanted Dead or Alive,$1.06,$5.29,$2.00,$9.99,"",FPS,677990103303
27474,PC Games,Westward,$2.60,$12.99,$2.80,$13.99,"",Strategy,705381137801
20965,PC Games,Wetrix,"",$3.09,$1.50,$7.39,"",Action & Adventure,020295441319
29087,PC Games,Wham-o Frisbee Golf,$0.78,$3.89,$7.80,$25.99,"",Sports,047875212336
28329,PC Games,What's Her Face!,$2.60,$12.99,$3.20,$15.99,"",Simulation,020626717274
24758,PC Games,Wheel of Fortune,"",$2.09,$1.00,$4.99,"",Other,742725239401
25966,PC Games,Wheel of Fortune 1st Edition,$1.26,$6.29,$1.30,$6.29,"",Other,076930996027
23645,PC Games,Wheel of Fortune 2nd Edition,$1.04,$5.19,$1.10,$5.59,"",Puzzle,742725251908
23241,PC Games,Wheel of Fortune Deluxe,$1.44,$7.19,$9.00,$29.99,"",Other,705381141303
27318,PC Games,Where In Space Is Carmen Sandiego?,"",$1.99,$6.30,$20.99,"",Other,047956492015
25657,PC Games,Where In The World Is Carmen Sandiego? Treasures of Knowledge,"",$1.99,"",$1.99,"",Other,none
26291,PC Games,Where In Time Is Carmen Sandiego?,"",$1.99,$3.20,$15.99,"",Other,047956443543
27333,PC Games,Where in America's Past is Carmen Sandiego?,"",$1.99,$14.80,$36.99,"",Strategy,047956468508
29421,PC Games,Where in the USA is Carmen Sandiego?,"",$1.99,$1.00,$4.99,"",Other,none
27282,PC Games,Where in the USA is Carmen Sandiego? (1999),$1.16,$5.79,$6.30,$20.99,"",Other,none
29318,PC Games,Where in the USA is Carmen Sandiego? v3.0,$2.00,$9.99,$2.00,$9.99,"",Other,none
23653,PC Games,Where in the USA is Carmen Sandiego? v3.5,$1.00,$4.99,$1.00,$4.99,"",Other,047956479122
29469,PC Games,Where in the World is Carmen Sandiego?,$1.16,$5.79,$1.20,$5.99,"",Other,705381150312
24520,PC Games,Where in the World is Carmen Sandiego? (1999),"",$2.39,$2.60,$12.99,"",Other,705381150305
29557,PC Games,Where in the World is Carmen Sandiego? v3.0,$2.60,$12.99,$2.80,$13.99,"",Other,none
29007,PC Games,Where in the World is Carmen Sandiego? v3.5,$1.04,$5.19,$1.00,$5.19,"",Other,none
25671,PC Games,Where in the World is Carmen Sandiego?: Deluxe Edition,$1.12,$5.59,$6.90,$22.99,"",Strategy,047956456123
26161,PC Games,Whiplash,$0.90,$4.49,$20.80,$51.99,"",Action & Adventure,054881005982
28154,PC Games,Whiteout,$0.84,$4.19,$0.80,$4.19,"",Racing,083717234302
28043,PC Games,Whitetail Extreme,$1.00,$4.99,$1.80,$8.89,"",Other,755142100568
25898,PC Games,Whitetail Fever,$0.94,$4.69,$1.00,$4.99,"",Sports,787659008938
29564,PC Games,Who Killed Sam Rupert?,$0.88,$4.39,$0.90,$4.39,"",Other,none
30074,PC Games,Who Killed Taylor French? The Case of the Undressed Reporter,$1.04,$5.19,$1.00,$5.19,"",Other,none
27744,PC Games,Who Shot Johnny Rock?,"",$2.39,"",$2.39,"",FPS,none
24631,PC Games,Who Wants To Be A Millionaire? (1999),"",$1.99,$1.00,$4.99,"",Other,044702010080
25431,PC Games,Who Wants To Be A Millionaire? 3rd Edition,"",$1.99,"",$1.99,"",Puzzle,044702012589
25135,PC Games,Who Wants To Be A Millionaire? Family Collection,"",$2.09,"",$2.09,"",Other,044702019366
26042,PC Games,Who Wants To Be A Millionaire? Kids Edition,$0.84,$4.19,$1.70,$8.39,"",Other,044702010462
24486,PC Games,Who Wants To Be A Millionaire? Second Edition,"",$1.99,$1.00,$4.99,"",Other,044702010011
28419,PC Games,Who Wants To Be A Millionaire? Sports Edition,"",$2.09,$1.00,$4.99,"",Other,044702011926
26215,PC Games,Who Wants to Beat Up a Millionaire?,"",$1.99,"",$1.99,"",Puzzle,020626711074
27295,PC Games,Widget Workshop: The Mad Scientist's Laboratory,$1.26,$6.29,$1.30,$6.29,"",Other,none
26096,PC Games,Wik & The Fable of Souls,"",$1.99,$1.00,$4.99,"",Action & Adventure,811930101336
29119,PC Games,Wild Earth,$1.26,$6.29,$1.50,$7.39,"",Other,none
29188,PC Games,Wild Metal Country,$1.64,$8.19,$3.40,$16.99,"",Action & Adventure,710425210303
29088,PC Games,Wild Ride,$3.00,$14.99,$3.20,$15.99,"",Sports,040421003839
28584,PC Games,Wild Rides Water Park Factory,"",$1.99,"",$1.99,"",Simulation,881573001065
26751,PC Games,Wild Wheels,"",$1.99,$1.50,$7.29,"",Racing,743999126404
28684,PC Games,Wild Wild West: The Steel Assassin,$1.14,$5.69,$1.20,$5.99,"",Other,612561138247
28517,PC Games,Wildfire,$33.60,$83.99,$38.40,$95.99,"",Strategy,710425216039
30248,PC Games,Wildlife Camp,"",$3.39,$1.00,$4.99,"",Simulation,625904779427
28363,PC Games,Wildlife Park,$1.10,$5.49,$1.10,$5.49,"",Simulation,705381280101
20867,PC Games,Wildlife Park 2,$1.26,$6.29,$9.30,$30.99,"",Strategy,402062899873
29942,PC Games,Wildlife Park: Gold Edition,"",$1.99,$1.90,$9.59,"",Other,none
23714,PC Games,Wildlife Tycoon: Venture Africa!,$2.00,$9.99,$2.00,$9.99,"",Simulation,none
26340,PC Games,Wildlife Zoo,"",$1.99,$1.70,$8.39,"",Simulation,625904516503
24632,PC Games,Will Rock,$1.26,$6.29,$2.20,$10.99,"",FPS,008888681052
28495,PC Games,Will of Steel,"",$1.99,"",$1.99,"",Strategy,183861000270
20862,PC Games,Williams Pinball Classics,$20.80,$51.99,$26.80,$66.99,"",Arcade,705381163053
27139,PC Games,Win a Million: The Ultimate Quiz Game,$1.40,$6.99,$1.40,$6.99,"",Other,743999137554
25334,PC Games,Wine Tycoon,"",$1.99,$1.20,$6.19,"",Simulation,851612000335
27641,PC Games,Winemaker Extraordinaire,"",$3.09,$1.00,$4.99,"",Strategy,098252103815
24579,PC Games,Wing Commander,$3.00,$14.99,$3.20,$15.99,"",Action & Adventure,017814772139
30584,PC Games,Wing Commander & Wing Commander II: Twin Pack,$19.60,$48.99,$20.80,$51.99,"",Other,017814100925
29394,PC Games,Wing Commander Academy,$1.04,$5.19,$8.70,$28.99,"",Action & Adventure,none
27322,PC Games,Wing Commander II: Special Operations 1,$1.26,$6.29,$3.20,$15.99,"",Simulation,none
27265,PC Games,Wing Commander II: Special Operations 2,$9.30,$30.99,$10.50,$34.99,"",Simulation,014633058581
24853,PC Games,Wing Commander II: Vengeance of the Kilrathi,$6.90,$22.99,$7.50,$24.99,"",Action & Adventure,017814782114
24987,PC Games,Wing Commander III: Heart of the Tiger,"",$3.49,$1.00,$5.19,"",Action & Adventure,017814100819
23964,PC Games,Wing Commander IV: The Price of Freedom,$3.00,$14.99,$3.80,$18.99,"",Simulation,014633101423
24691,PC Games,Wing Commander: Privateer,$1.66,$8.29,$15.60,$38.99,"",Action & Adventure,017814801150
23908,PC Games,Wing Commander: Prophecy,$0.84,$4.19,$3.20,$15.99,"",Action & Adventure,014633101485
28972,PC Games,Wing Commander: Secret Ops,$10.50,$34.99,$15.60,$38.99,"",Simulation,none
20837,PC Games,Wing Commander: The Kilrathi Saga,$22.00,$54.99,$33.60,$83.99,"",Action & Adventure,014633056518
24027,PC Games,Wings Over Europe: Cold War Gone Hot,$1.26,$6.29,$7.20,$23.99,"",Simulation,828068211271
23900,PC Games,Wings Over Vietnam,"",$1.99,$1.00,$4.99,"",Action & Adventure,828068102074
29214,PC Games,Wings of Honour,"",$1.99,"",$1.99,"",Simulation,none
28907,PC Games,Wings of Power II: WWII Fighters,$1.26,$6.29,$3.00,$14.99,"",Simulation,183861001024
28480,PC Games,Wings of Power: WWII Heavy Bombers and Jets,$7.80,$25.99,$8.70,$28.99,"",Simulation,183861000140
26894,PC Games,Wings of War,$7.20,$23.99,$8.10,$26.99,"",Action & Adventure,710425214004
29746,PC Games,Wings: Korea to Vietnam,$0.76,$3.79,$0.80,$3.79,"",Other,none
29463,PC Games,Wings: Saigon to Persian Gulf,$0.94,$4.69,$1.80,$8.79,"",Other,none
27598,PC Games,Winnie The Pooh: Toddler Deluxe,"",$1.99,"",$1.99,"",Other,044702014583
25954,PC Games,Winnie the Pooh & Tigger Too: Animated Story Book,"",$2.59,$1.70,$8.39,"",Other,044702005314
26729,PC Games,Winnie the Pooh Baby,"",$3.09,"",$3.09,"",Other,044702013500
25936,PC Games,Winnie the Pooh Preschool,$1.10,$5.49,$1.10,$5.49,"",Other,none
25968,PC Games,Winnie the Pooh Spelling,$0.82,$4.09,$1.00,$4.99,"",Other,044702017515
24563,PC Games,Winnie the Pooh: Toddler,$1.26,$6.29,$1.30,$6.29,"",Other,044702014705
29039,PC Games,Winter Race 3D,$0.84,$4.19,$1.00,$4.99,"",Racing,024939665932
25570,PC Games,Winx Club,$0.90,$4.49,$41.60,$103.99,"",Action & Adventure,020626724081
27181,PC Games,WipEout,$2.00,$9.99,$2.00,$9.99,"",Racing,none
27276,PC Games,WipEout XL,$2.40,$11.99,$2.60,$12.99,"",Racing,735009237927
30176,PC Games,Wisdom of the Bible: Holy Land Edition,$1.48,$7.39,$1.60,$7.99,"",Other,183861000508
28061,PC Games,Wishbone Activity Zone,$1.04,$5.19,$1.30,$6.29,"",Action & Adventure,743550100829
27344,PC Games,Wishbone and The Amazing Odyssey,"",$2.09,$3.00,$14.99,"",Other,740550103195
27250,PC Games,Witchaven,$0.84,$4.19,$15.60,$38.99,"",Action & Adventure,772040751326
26221,PC Games,Witchaven II,"",$2.89,$2.00,$9.99,"",Action & Adventure,547046700827
32698,PC Games,Witcher 2: Assassins of Kings Enhanced Edition,$1.68,$8.39,$6.30,$20.99,"",Action & Adventure,883929236244
32990,PC Games,Witches Legacy: Charleston Curse CE,"",$3.49,"",$3.49,"",Action & Adventure,047875334175
29299,PC Games,Witness (1983),$33.60,$83.99,$38.40,$95.99,"",Other,none
30169,PC Games,Wizard's War Chest,$1.26,$6.29,$1.90,$9.39,"",Other,743999144859
29485,PC Games,Wizardry,$22.00,$54.99,$24.80,$61.99,"",Other,none
26155,PC Games,Wizardry Gold,$2.40,$11.99,$8.40,$27.99,"",Other,054399050115
29185,PC Games,Wizardry Legacy of Llylgamyn the Third Scenario,$14.80,$36.99,$62.80,$156.99,"",Other,none
27125,PC Games,Wizardry Trilogy 2,$3.20,$15.99,$6.90,$22.99,"",Other,none
28905,PC Games,Wizardry VI: Bane of the Cosmic Forge,$27.20,$67.99,$30.80,$76.99,"",Other,none
26214,PC Games,Wizardry VII: Crusaders of the Dark Savant,$1.26,$6.29,$3.20,$15.99,"",Other,none
24818,PC Games,Wizardry VIII,$3.80,$18.99,$27.20,$67.99,"",RPG,719546188591
26446,PC Games,Wizardry: Knight of Diamonds: The Second Scenario,$19.60,$48.99,$31.60,$78.99,"",Other,none
20839,PC Games,Wizardry: The Return of Werdna: The Fourth Scenario,$8.10,$26.99,$41.60,$103.99,"",Action & Adventure,none
26122,PC Games,Wizards & Warriors,$3.20,$15.99,$6.90,$22.99,"",Other,047875114685
20479,PC Games,Wolfenstein,$7.20,$23.99,$8.10,$26.99,"",FPS,047875333055
24328,PC Games,Wolfenstein 3-D,$3.80,$18.99,$37.60,$93.99,"",FPS,047875102453
25625,PC Games,Wolfenstein 3-D: Spear of Destiny,$6.30,$20.99,$16.80,$41.99,"",Action & Adventure,none
34883,PC Games,Wolfenstein: The New Order,$9.30,$30.99,$9.60,$31.99,"",FPS,093155118829
30075,PC Games,Women's Murder Club,"",$3.19,"",$3.19,"",Other,none
27657,PC Games,Women's Murder Club 3 Pack,$2.40,$11.99,$2.60,$12.99,"",Other,755142110567
24745,PC Games,Women's Murder Club Twice in a Blue Moon,"",$3.19,$1.60,$7.89,"",Other,755142731953
24573,PC Games,Women's Murder Club: A Darker Shade of Grey,"",$1.99,"",$1.99,"",Other,755142731519
23449,PC Games,Wonder Pets! Save the Puppy!,$1.06,$5.29,$1.10,$5.29,"",Other,047875356993
27358,PC Games,Wooden Ships & Iron Men,"",$2.09,$2.00,$9.99,"",Strategy,none
27171,PC Games,Woodruff and the Schnibble,$2.20,$10.99,$9.30,$30.99,"",Other,728643034489
27982,PC Games,Woody Woodpecker Racing,"",$1.99,"",$1.99,"",Action & Adventure,083717234142
30594,PC Games,Woody Woodpecker: Escape from Buzz Buzzard Park,$6.30,$20.99,$6.60,$21.99,"",Other,625904321107
26708,PC Games,Word Connect,"",$1.99,$1.70,$8.39,"",Puzzle,743999013704
30203,PC Games,Word Island (Jewel Case),"",$1.99,"",$1.99,"",Other,743999137158
27623,PC Games,Word Mania,"",$1.99,$1.90,$9.39,"",Puzzle,743999144354
29208,PC Games,Word Rescue,"","","","","",Other,none
26881,PC Games,Word Whomp to Go,"",$3.69,$3.40,$16.99,"",Puzzle,014633147643
23822,PC Games,Word Whump Deluxe,"",$2.59,$1.90,$9.39,"",Puzzle,014633158656
26093,PC Games,WordJong,"",$3.69,"",$3.69,"",Puzzle,none
25481,PC Games,World Airports,$1.04,$5.19,$4.00,$19.99,"",Simulation,627006901652
20890,PC Games,World Airports 2,$2.20,$10.99,$2.40,$11.99,"",Other,none
26058,PC Games,World Championship Poker,$0.88,$4.39,$0.90,$4.39,"",Other,none
26962,PC Games,World Championship Poker 2: Featuring Howard Lederer,$1.88,$9.39,$2.00,$9.99,"",Other,008888782919
29289,PC Games,World Championship Pool 2003,"",$3.19,"",$3.19,"",Sports,none
28234,PC Games,World Championship Pool 2004,$0.84,$4.19,$0.80,$4.19,"",Sports,032264333013
29347,PC Games,World Championship Snooker 2003,"",$1.99,"",$1.99,"",Sports,none
28490,PC Games,World Championship Tennis,$9.30,$30.99,$10.50,$34.99,"",Sports,873469001020
27393,PC Games,World Circuit,"",$3.09,"",$3.09,"",Racing,none
27137,PC Games,World Circuit Racing: Grand Prix II,$2.60,$12.99,$2.80,$13.99,"",Racing,none
26945,PC Games,World Class Poker with T.J. Cloutier (2005),"",$3.09,$1.90,$9.39,"",Other,098252102436
30240,PC Games,World Class Poker with T.J. Cloutier (2008),"",$2.09,$3.20,$15.99,"",Other,098252102573
28721,PC Games,World Cup 98,"",$3.19,"",$3.19,"",Sports,none
29818,PC Games,World Cup Golf: Hyatt Dorado Beach,$1.68,$8.39,$1.80,$8.99,"",Sports,none
27529,PC Games,World Domino Championship,"",$2.09,"",$2.09,"",Other,834656037536
29360,PC Games,World Extreme Landscapes,$2.60,$12.99,$6.30,$20.99,"",Simulation,none
29554,PC Games,World League Soccer '98,"",$2.99,"",$2.99,"",Sports,none
30198,PC Games,World Mosaics,"",$3.19,$1.00,$5.19,"",Puzzle,743999153905
29408,PC Games,World Racing,$9.30,$30.99,$10.50,$34.99,"",Racing,none
20975,PC Games,World Racing 2,$1.06,$5.29,$14.80,$36.99,"",Racing,896992000179
